DOCULECT	CHAR	PHONEME
Uegusuku	c24_2	r
Wadomari	c24_2	r
Wan	c24_2	ZERO
Yadon	c24_2	r
Yonaguni	c24_2	r
Yoro	c24_2	r
Yuwan	c24_2	r
Chabana	c250_2	ZERO
Hateruma	c250_2	i
Hentona	c250_2	i
Hirara	c250_2	i
Ie	c250_2	i
Iheya	c250_2	i
Ikema	c250_2	i
Isen	c250_2	TONE_1
Ishigaki	c250_2	i
Ishikawa	c250_2	i
Itoman	c250_2	i
Izena	c250_2	i
Kagoshima	c250_2	u
Kametsu	c250_2	TONE_1
Koniya	c250_2	TONE_1
Kudaka	c250_2	i
Kuji-Oohama	c250_2	TONE_1
Kushi	c250_2	TONE_1
Kyoto	c250_2	e
Matsubara	c250_2	TONE_1
Nago	c250_2	i
Naze	c250_2	TONE_1
Ohama	c250_2	i
Ongachi	c250_2	TONE_1
Ou	c250_2	i
Oura	c250_2	i
Sakimotobu	c250_2	i
San	c250_2	TONE_1
Sani	c250_2	TONE_1
Serikaku	c250_2	i
Shitooke	c250_2	TONE_1
Shuri	c250_2	i
Sonai	c250_2	i
Tarama	c250_2	TONE_1
Tatsugo	c250_2	TONE_1
Uechi	c250_2	i
Yadon	c250_2	TONE_1
Yonaguni	c250_2	i
Yoro	c250_2	_AT__SL_
Yuwan	c250_2	TONE_1
Ishigaki	c251_1	S
Oura	c251_1	Z
Tarama	c251_1	s
Uechi	c251_1	z
Hateruma	c252_1	s
Hentona	c252_1	tS
Hirara	c252_1	ts
Ie	c252_1	tS
Isen	c252_1	ts_GS_
Ishigaki	c252_1	s
Kagoshima	c252_1	tS
Kametsu	c252_1	tS
Keraji	c252_1	tS_GS_
Koniya	c252_1	tS
Kuji-Oohama	c252_1	tS
Kuroshima	c252_1	s
Kushi	c252_1	tS
Kyoto	c252_1	tS
Matsubara	c252_1	tS
Mugiya	c252_1	tS
Naze	c252_1	tS
Ohama	c252_1	ts
Ongachi	c252_1	tS
Ou	c252_1	tS
Oura	c252_1	ts
Ritchou	c252_1	tS
San	c252_1	tS
Sani	c252_1	tS
Sena	c252_1	tS
Serikaku	c252_1	tS
Shiomichi	c252_1	tS_GS_
Shitooke	c252_1	tS
Shuri	c252_1	tS
Sonai	c252_1	tS
Taketomi	c252_1	S
Tarama	c252_1	ts
Tatsugo	c252_1	tS
Uegusuku	c252_1	tS
Wadomari	c252_1	tS_GS_
Wan	c252_1	tS_GS_
Yadon	c252_1	tS
Yonaguni	c252_1	S
Yoro	c252_1	tS
Yuwan	c252_1	tS
Hateruma	c253_1	TONE_1
Hentona	c253_1	i
Hirara	c253_1	TONE_1
Ie	c253_1	i
Isen	c253_1	TONE_1
Ishigaki	c253_1	TONE_1
Kagoshima	c253_1	i
Kametsu	c253_1	i
Keraji	c253_1	i
Koniya	c253_1	i
Kuji-Oohama	c253_1	i
Kuroshima	c253_1	TONE_1
Kushi	c253_1	i
Kyoto	c253_1	i
Matsubara	c253_1	i
Mugiya	c253_1	i
Naze	c253_1	i
Ohama	c253_1	TONE_1
Ongachi	c253_1	i
Ou	c253_1	i
Oura	c253_1	TONE_1
Ritchou	c253_1	i
San	c253_1	i
Sani	c253_1	i
Sena	c253_1	i
Serikaku	c253_1	i
Shiomichi	c253_1	i
Shitooke	c253_1	i
Shuri	c253_1	i
Sonai	c253_1	i
Taketomi	c253_1	i
Tarama	c253_1	TONE_1
Tatsugo	c253_1	i
Uegusuku	c253_1	i
Wadomari	c253_1	i
Wan	c253_1	i
Yadon	c253_1	i
Yonaguni	c253_1	i
Yoro	c253_1	i
Yuwan	c253_1	i
Hateruma	c254_1	k
Hentona	c254_1	k
Hirara	c254_1	k
Ie	c254_1	k
Isen	c254_1	k
Ishigaki	c254_1	k
Kagoshima	c254_1	k
Kametsu	c254_1	k
Keraji	c254_1	k
Koniya	c254_1	k
Kuji-Oohama	c254_1	k
Kuroshima	c254_1	k
Kushi	c254_1	k
Kyoto	c254_1	k
Matsubara	c254_1	k
Mugiya	c254_1	k
Naze	c254_1	k
Ohama	c254_1	k
Ongachi	c254_1	k
Ou	c254_1	k
Oura	c254_1	k
Ritchou	c254_1	k
San	c254_1	k
Sani	c254_1	k
Sena	c254_1	k
Serikaku	c254_1	k
Shiomichi	c254_1	k
Shitooke	c254_1	k
Shuri	c254_1	k
Sonai	c254_1	k
Taketomi	c254_1	k
Tarama	c254_1	k
Tatsugo	c254_1	k
Uegusuku	c254_1	k
Wadomari	c254_1	k
Wan	c254_1	k
Yadon	c254_1	k
Yonaguni	c254_1	k
Yoro	c254_1	k
Yuwan	c254_1	k
Hateruma	c255_1	ZERO
Hentona	c255_1	ZERO
Hirara	c255_1	ZERO
Ie	c255_1	ZERO
Isen	c255_1	j
Ishigaki	c255_1	ZERO
Kagoshima	c255_1	ZERO
Kametsu	c255_1	ZERO
Keraji	c255_1	ZERO
Koniya	c255_1	j
Kuji-Oohama	c255_1	j
Kuroshima	c255_1	ZERO
Kushi	c255_1	j
Kyoto	c255_1	ZERO
Matsubara	c255_1	j
Mugiya	c255_1	ZERO
Naze	c255_1	j
Ohama	c255_1	ZERO
Ongachi	c255_1	j
Ou	c255_1	ZERO
Oura	c255_1	ZERO
Ritchou	c255_1	ZERO
San	c255_1	j
Sani	c255_1	j
Sena	c255_1	j
Serikaku	c255_1	j
Shiomichi	c255_1	ZERO
Shitooke	c255_1	ZERO
Shuri	c255_1	ZERO
Sonai	c255_1	ZERO
Taketomi	c255_1	ZERO
Tarama	c255_1	ZERO
Tatsugo	c255_1	j
Uegusuku	c255_1	ZERO
Wadomari	c255_1	ZERO
Wan	c255_1	ZERO
Yadon	c255_1	j
Yonaguni	c255_1	ZERO
Yoro	c255_1	j
Yuwan	c255_1	j
Hateruma	c256_1	a
Hentona	c256_1	a
Hirara	c256_1	a
Ie	c256_1	a
Isen	c256_1	a
Ishigaki	c256_1	a
Kagoshima	c256_1	a
Kametsu	c256_1	a
Keraji	c256_1	a
Koniya	c256_1	a
Kuji-Oohama	c256_1	a
Kuroshima	c256_1	a
Kushi	c256_1	!a_LG_
Kyoto	c256_1	a
Matsubara	c256_1	a
Mugiya	c256_1	a
Naze	c256_1	a
Ohama	c256_1	a
Ongachi	c256_1	a
Ou	c256_1	a
Oura	c256_1	a
Ritchou	c256_1	a
San	c256_1	a
Sani	c256_1	a
Sena	c256_1	a
Serikaku	c256_1	a
Shiomichi	c256_1	a
Shitooke	c256_1	a
Shuri	c256_1	a
Sonai	c256_1	a
Taketomi	c256_1	a
Tarama	c256_1	a
Tatsugo	c256_1	a
Uegusuku	c256_1	a
Wadomari	c256_1	a
Wan	c256_1	a
Yadon	c256_1	a
Yonaguni	c256_1	a
Yoro	c256_1	a
Yuwan	c256_1	a
Chabana	c257_1	s
Hateruma	c257_1	s
Hentona	c257_1	s
Hirara	c257_1	s
Ie	c257_1	s
Ikema	c257_1	s
Isen	c257_1	s
Ishigaki	c257_1	s
Kagoshima	c257_1	s
Kametsu	c257_1	s
Keraji	c257_1	s
Koniya	c257_1	s
Kuji-Oohama	c257_1	s
Kuroshima	c257_1	S
Kushi	c257_1	s
Kyoto	c257_1	s
Matsubara	c257_1	s
Mugiya	c257_1	s
Naze	c257_1	s
Ohama	c257_1	s
Ongachi	c257_1	s
Ou	c257_1	s
Oura	c257_1	s
Ritchou	c257_1	s
San	c257_1	s
Sani	c257_1	s
Sena	c257_1	s
Serikaku	c257_1	s
Shiomichi	c257_1	s
Shitooke	c257_1	s
Shuri	c257_1	s
Sonai	c257_1	s
Taketomi	c257_1	s
Tarama	c257_1	S
Tatsugo	c257_1	s
Uechi	c257_1	s
Uegusuku	c257_1	s
Wadomari	c257_1	s
Wan	c257_1	s
Yadon	c257_1	s
Yonaguni	c257_1	s
Yoro	c257_1	s
Yuwan	c257_1	s
Chabana	c258_1	a
Hateruma	c258_1	a
Hentona	c258_1	a
Hirara	c258_1	a
Ie	c258_1	a
Ikema	c258_1	a
Isen	c258_1	a
Ishigaki	c258_1	a
Kagoshima	c258_1	a
Kametsu	c258_1	a
Keraji	c258_1	a
Koniya	c258_1	TONE_1
Kuji-Oohama	c258_1	TONE_1
Kuroshima	c258_1	i
Kushi	c258_1	TONE_1
Kyoto	c258_1	a
Matsubara	c258_1	a_LG_
Mugiya	c258_1	a
Naze	c258_1	a
Ohama	c258_1	a
Ongachi	c258_1	a
Ou	c258_1	a_LG_
Oura	c258_1	a
Ritchou	c258_1	a
San	c258_1	a_LG_
Sani	c258_1	a
Sena	c258_1	a
Serikaku	c258_1	a
Shiomichi	c258_1	a
Shitooke	c258_1	a
Shuri	c258_1	a_LG_
Sonai	c258_1	a
Taketomi	c258_1	a
Tarama	c258_1	a
Tatsugo	c258_1	a
Uechi	c258_1	a
Uegusuku	c258_1	a
Wadomari	c258_1	a
Wan	c258_1	a
Yadon	c258_1	TONE_1
Yonaguni	c258_1	a
Yoro	c258_1	TONE_1
Yuwan	c258_1	a
Chabana	c259_1	ZERO
Hateruma	c259_1	ZERO
Hentona	c259_1	ZERO
Hirara	c259_1	ZERO
Ie	c259_1	ZERO
Ikema	c259_1	ZERO
Isen	c259_1	ZERO
Ishigaki	c259_1	t
Kagoshima	c259_1	ZERO
Kametsu	c259_1	ZERO
Keraji	c259_1	ZERO
Koniya	c259_1	ZERO
Kuji-Oohama	c259_1	ZERO
Kuroshima	c259_1	ZERO
Kushi	c259_1	ZERO
Kyoto	c259_1	ZERO
Matsubara	c259_1	ZERO
Mugiya	c259_1	ZERO
Naze	c259_1	ZERO
Ohama	c259_1	t
Ongachi	c259_1	ZERO
Ou	c259_1	ZERO
Oura	c259_1	ZERO
Ritchou	c259_1	ZERO
San	c259_1	ZERO
Sani	c259_1	ZERO
Sena	c259_1	ZERO
Serikaku	c259_1	t
Shiomichi	c259_1	ZERO
Shitooke	c259_1	ZERO
Shuri	c259_1	ZERO
Sonai	c259_1	ZERO
Taketomi	c259_1	ZERO
Tarama	c259_1	ZERO
Tatsugo	c259_1	ZERO
Uechi	c259_1	ZERO
Uegusuku	c259_1	ZERO
Wadomari	c259_1	ZERO
Wan	c259_1	ZERO
Yadon	c259_1	ZERO
Yonaguni	c259_1	ZERO
Yoro	c259_1	ZERO
Yuwan	c259_1	ZERO
Chabana	c25_2	u
Hateruma	c25_2	u
Hentona	c25_2	ZERO
Hirara	c25_2	u
Ie	c25_2	ZERO
Iheya	c25_2	u
Ikema	c25_2	u
Isen	c25_2	ZERO
Ishigaki	c25_2	u
Ishikawa	c25_2	ZERO
Itoman	c25_2	u
Izena	c25_2	ZERO
Kagoshima	c25_2	o
Kametsu	c25_2	ZERO
Keraji	c25_2	ZERO
Koniya	c25_2	ZERO
Kudaka	c25_2	ZERO
Kuji-Oohama	c25_2	o
Kuroshima	c25_2	ZERO
Kushi	c25_2	o
Kyoto	c25_2	o
Matsubara	c25_2	u
Mugiya	c25_2	u
Nago	c25_2	ZERO
Naze	c25_2	o
Ohama	c25_2	u
Ongachi	c25_2	o
Ou	c25_2	u
Oura	c25_2	u
Ritchou	c25_2	u
Sakimotobu	c25_2	u
San	c25_2	ZERO
Sani	c25_2	u
Sena	c25_2	u
Serikaku	c25_2	u
Shiomichi	c25_2	ZERO
Shitooke	c25_2	ZERO
Shuri	c25_2	u
Sonai	c25_2	u
Taketomi	c25_2	u
Tarama	c25_2	u
Tatsugo	c25_2	o
Uechi	c25_2	u
Uegusuku	c25_2	u
Wadomari	c25_2	u
Wan	c25_2	ZERO
Yadon	c25_2	o
Yonaguni	c25_2	u
Yoro	c25_2	u
Yuwan	c25_2	u
Chabana	c260_1	a
Hateruma	c260_1	a
Hentona	c260_1	o_LG_
Hirara	c260_1	a
Ie	c260_1	a
Ikema	c260_1	a
Isen	c260_1	a
Ishigaki	c260_1	a_LG_
Kagoshima	c260_1	o
Kametsu	c260_1	a
Keraji	c260_1	a_LG_
Koniya	c260_1	a
Kuji-Oohama	c260_1	a_LG_
Kuroshima	c260_1	a
Kushi	c260_1	a_LG_
Kyoto	c260_1	o_LG_
Matsubara	c260_1	a
Mugiya	c260_1	a
Naze	c260_1	a
Ohama	c260_1	a_LG_
Ongachi	c260_1	a
Ou	c260_1	a_LG_
Oura	c260_1	a
Ritchou	c260_1	a
San	c260_1	a
Sani	c260_1	a
Sena	c260_1	a
Serikaku	c260_1	a
Shiomichi	c260_1	a_LG_
Shitooke	c260_1	a_LG_
Shuri	c260_1	a_LG_
Sonai	c260_1	a
Taketomi	c260_1	a
Tarama	c260_1	a
Tatsugo	c260_1	a
Uechi	c260_1	a
Uegusuku	c260_1	a
Wadomari	c260_1	a
Wan	c260_1	a_LG_
Yadon	c260_1	a
Yonaguni	c260_1	a
Yoro	c260_1	a
Yuwan	c260_1	a_LG_
Chabana	c261_1	a
Hateruma	c261_1	a
Hentona	c261_1	a
Hirara	c261_1	a
Ie	c261_1	a
Iheya	c261_1	a
Ikema	c261_1	a
Isen	c261_1	a
Ishigaki	c261_1	a
Ishikawa	c261_1	a
Itoman	c261_1	a
Izena	c261_1	a
Kagoshima	c261_1	a
Kametsu	c261_1	a
Koniya	c261_1	a
Kudaka	c261_1	a
Kuji-Oohama	c261_1	a
Kuroshima	c261_1	a
Kushi	c261_1	TONE_1
Kyoto	c261_1	a
Matsubara	c261_1	a
Mugiya	c261_1	a
Nago	c261_1	a
Naze	c261_1	a
Ohama	c261_1	a
Ongachi	c261_1	a
Ou	c261_1	a
Oura	c261_1	a
Ritchou	c261_1	a
Sakimotobu	c261_1	a
Sani	c261_1	a
Sena	c261_1	a_LG_
Serikaku	c261_1	a_LG_
Shiomichi	c261_1	a
Shitooke	c261_1	a
Shuri	c261_1	a
Sonai	c261_1	a_LG_
Taketomi	c261_1	a
Tarama	c261_1	a
Tatsugo	c261_1	a
Uechi	c261_1	a
Uegusuku	c261_1	a_LG_
Wadomari	c261_1	a
Wan	c261_1	a
Yadon	c261_1	a
Yonaguni	c261_1	u
Yoro	c261_1	a
Yuwan	c261_1	a
Chabana	c262_1	ZERO
Hateruma	c262_1	n
Hentona	c262_1	r
Hirara	c262_1	ZERO
Ie	c262_1	ZERO
Iheya	c262_1	r
Ikema	c262_1	ZERO
Isen	c262_1	ZERO
Ishigaki	c262_1	ZERO
Ishikawa	c262_1	ZERO
Itoman	c262_1	r
Izena	c262_1	ZERO
Kagoshima	c262_1	n
Kametsu	c262_1	ZERO
Koniya	c262_1	ZERO
Kudaka	c262_1	r
Kuji-Oohama	c262_1	ZERO
Kuroshima	c262_1	ZERO
Kushi	c262_1	ZERO
Kyoto	c262_1	m
Matsubara	c262_1	ZERO
Mugiya	c262_1	ZERO
Nago	c262_1	ZERO
Naze	c262_1	ZERO
Ohama	c262_1	ZERO
Ongachi	c262_1	ZERO
Ou	c262_1	ZERO
Oura	c262_1	ZERO
Ritchou	c262_1	ZERO
Sakimotobu	c262_1	r
Sani	c262_1	ZERO
Sena	c262_1	ZERO
Serikaku	c262_1	ZERO
Shiomichi	c262_1	ZERO
Shitooke	c262_1	ZERO
Shuri	c262_1	ZERO
Sonai	c262_1	ZERO
Taketomi	c262_1	ZERO
Tarama	c262_1	ZERO
Tatsugo	c262_1	ZERO
Uechi	c262_1	ZERO
Uegusuku	c262_1	ZERO
Wadomari	c262_1	ZERO
Wan	c262_1	ZERO
Yadon	c262_1	ZERO
Yonaguni	c262_1	ZERO
Yoro	c262_1	ZERO
Yuwan	c262_1	ZERO
Chabana	c263_1	ZERO
Hateruma	c263_1	ZERO
Hentona	c263_1	ZERO
Hirara	c263_1	ZERO
Ie	c263_1	ZERO
Iheya	c263_1	ZERO
Ikema	c263_1	ZERO
Isen	c263_1	ZERO
Ishigaki	c263_1	ZERO
Ishikawa	c263_1	ZERO
Itoman	c263_1	ZERO
Izena	c263_1	ZERO
Kagoshima	c263_1	ZERO
Kametsu	c263_1	ZERO
Koniya	c263_1	ZERO
Kudaka	c263_1	ZERO
Kuji-Oohama	c263_1	ZERO
Kuroshima	c263_1	ZERO
Kushi	c263_1	ZERO
Kyoto	c263_1	i
Matsubara	c263_1	ZERO
Mugiya	c263_1	ZERO
Nago	c263_1	ZERO
Naze	c263_1	ZERO
Ohama	c263_1	ZERO
Ongachi	c263_1	ZERO
Ou	c263_1	ZERO
Oura	c263_1	ZERO
Ritchou	c263_1	ZERO
Sakimotobu	c263_1	ZERO
Sani	c263_1	ZERO
Sena	c263_1	ZERO
Serikaku	c263_1	ZERO
Shiomichi	c263_1	ZERO
Shitooke	c263_1	ZERO
Shuri	c263_1	ZERO
Sonai	c263_1	ZERO
Taketomi	c263_1	ZERO
Tarama	c263_1	ZERO
Tatsugo	c263_1	ZERO
Uechi	c263_1	ZERO
Uegusuku	c263_1	ZERO
Wadomari	c263_1	ZERO
Wan	c263_1	ZERO
Yadon	c263_1	ZERO
Yonaguni	c263_1	ZERO
Yoro	c263_1	ZERO
Yuwan	c263_1	ZERO
Chabana	c264_1	d
Hateruma	c264_1	d
Hentona	c264_1	ZERO
Hirara	c264_1	d
Ie	c264_1	d
Iheya	c264_1	ZERO
Ikema	c264_1	d
Isen	c264_1	d
Ishigaki	c264_1	d
Ishikawa	c264_1	d
Itoman	c264_1	ZERO
Izena	c264_1	d
Kagoshima	c264_1	d
Kametsu	c264_1	d
Koniya	c264_1	d
Kudaka	c264_1	ZERO
Kuji-Oohama	c264_1	d
Kuroshima	c264_1	d
Kushi	c264_1	d
Kyoto	c264_1	d
Matsubara	c264_1	d
Mugiya	c264_1	d
Nago	c264_1	d
Naze	c264_1	d
Ohama	c264_1	d
Ongachi	c264_1	d
Ou	c264_1	d
Oura	c264_1	d
Ritchou	c264_1	d
Sakimotobu	c264_1	ZERO
Sani	c264_1	d
Sena	c264_1	d
Serikaku	c264_1	d
Shiomichi	c264_1	d
Shitooke	c264_1	d
Shuri	c264_1	d
Sonai	c264_1	d
Taketomi	c264_1	d
Tarama	c264_1	d
Tatsugo	c264_1	d
Uechi	c264_1	d
Uegusuku	c264_1	d
Wadomari	c264_1	d
Wan	c264_1	d
Yadon	c264_1	d
Yonaguni	c264_1	d
Yoro	c264_1	d
Yuwan	c264_1	d
Chabana	c265_1	a
Hateruma	c265_1	a
Hentona	c265_1	a
Hirara	c265_1	a
Ie	c265_1	a
Iheya	c265_1	a_LG_
Ikema	c265_1	a
Isen	c265_1	a
Ishigaki	c265_1	a
Ishikawa	c265_1	a
Itoman	c265_1	a
Izena	c265_1	a_LG_
Kagoshima	c265_1	a
Kametsu	c265_1	a
Koniya	c265_1	a
Kudaka	c265_1	a
Kuji-Oohama	c265_1	a_LG_
Kuroshima	c265_1	a
Kushi	c265_1	a
Kyoto	c265_1	a
Matsubara	c265_1	a_LG_
Mugiya	c265_1	a
Nago	c265_1	a_LG_
Naze	c265_1	a
Ohama	c265_1	a
Ongachi	c265_1	a
Ou	c265_1	a
Oura	c265_1	a
Ritchou	c265_1	a
Sakimotobu	c265_1	a_LG_
Sani	c265_1	a
Sena	c265_1	a
Serikaku	c265_1	a_LG_
Shiomichi	c265_1	a
Shitooke	c265_1	a
Shuri	c265_1	a
Sonai	c265_1	a
Taketomi	c265_1	a
Tarama	c265_1	a
Tatsugo	c265_1	a
Uechi	c265_1	a
Uegusuku	c265_1	a_LG_
Wadomari	c265_1	a
Wan	c265_1	a
Yadon	c265_1	a
Yonaguni	c265_1	a
Yoro	c265_1	a
Yuwan	c265_1	a_LG_
Chabana	c266_1	ZERO
Hateruma	c266_1	N
Hentona	c266_1	ZERO
Hirara	c266_1	ZERO
Ie	c266_1	ZERO
Iheya	c266_1	ZERO
Ikema	c266_1	ZERO
Isen	c266_1	ZERO
Ishigaki	c266_1	N
Ishikawa	c266_1	ZERO
Itoman	c266_1	ZERO
Izena	c266_1	ZERO
Kagoshima	c266_1	ZERO
Kametsu	c266_1	ZERO
Koniya	c266_1	ZERO
Kudaka	c266_1	ZERO
Kuji-Oohama	c266_1	ZERO
Kushi	c266_1	ZERO
Kyoto	c266_1	N
Matsubara	c266_1	ZERO
Nago	c266_1	ZERO
Naze	c266_1	ZERO
Ohama	c266_1	N
Ongachi	c266_1	ZERO
Ou	c266_1	ZERO
Sakimotobu	c266_1	ZERO
San	c266_1	ZERO
Sani	c266_1	ZERO
Serikaku	c266_1	ZERO
Shitooke	c266_1	N
Shuri	c266_1	ZERO
Sonai	c266_1	N
Tatsugo	c266_1	ZERO
Uechi	c266_1	ZERO
Yadon	c266_1	ZERO
Yonaguni	c266_1	N
Yoro	c266_1	ZERO
Yuwan	c266_1	ZERO
Chabana	c267_1	g
Hateruma	c267_1	g
Hentona	c267_1	g
Hirara	c267_1	g
Ie	c267_1	g
Iheya	c267_1	g
Ikema	c267_1	g
Isen	c267_1	g
Ishigaki	c267_1	g
Ishikawa	c267_1	g
Itoman	c267_1	g
Izena	c267_1	g
Kagoshima	c267_1	g
Kametsu	c267_1	g
Koniya	c267_1	g
Kudaka	c267_1	g
Kuji-Oohama	c267_1	g
Kushi	c267_1	g
Kyoto	c267_1	ZERO
Matsubara	c267_1	g
Nago	c267_1	g
Naze	c267_1	g
Ohama	c267_1	g
Ongachi	c267_1	g
Ou	c267_1	g
Sakimotobu	c267_1	g
San	c267_1	g
Sani	c267_1	g
Serikaku	c267_1	g
Shitooke	c267_1	ZERO
Shuri	c267_1	g
Sonai	c267_1	g
Tatsugo	c267_1	g
Uechi	c267_1	g
Yadon	c267_1	g
Yonaguni	c267_1	ZERO
Yoro	c267_1	g
Yuwan	c267_1	g
Chabana	c268_1	d
Hateruma	c268_1	d
Hentona	c268_1	d
Hirara	c268_1	d
Ie	c268_1	d
Iheya	c268_1	d
Ikema	c268_1	d
Isen	c268_1	d
Ishigaki	c268_1	d
Ishikawa	c268_1	d
Itoman	c268_1	!d
Izena	c268_1	d
Kagoshima	c268_1	d
Kametsu	c268_1	d
Koniya	c268_1	d
Kudaka	c268_1	d
Kuji-Oohama	c268_1	d
Kuroshima	c268_1	d
Kushi	c268_1	d
Kyoto	c268_1	d
Matsubara	c268_1	d
Nago	c268_1	d
Naze	c268_1	d
Ohama	c268_1	d
Ongachi	c268_1	d
Ou	c268_1	d
Oura	c268_1	d
Sakimotobu	c268_1	d
San	c268_1	d
Sani	c268_1	d
Serikaku	c268_1	d
Shitooke	c268_1	d
Shuri	c268_1	d
Sonai	c268_1	d
Taketomi	c268_1	d
Tarama	c268_1	d
Tatsugo	c268_1	d
Uechi	c268_1	d
Yadon	c268_1	d
Yonaguni	c268_1	d
Yoro	c268_1	d
Yuwan	c268_1	d
Chabana	c269_1	o_LG_
Hateruma	c269_1	a
Hentona	c269_1	o_LG_
Hirara	c269_1	o_LG_
Ie	c269_1	o_LG_
Iheya	c269_1	o_LG_
Ikema	c269_1	a
Isen	c269_1	o_LG_
Ishigaki	c269_1	o_LG_
Ishikawa	c269_1	o_LG_
Itoman	c269_1	o_LG_
Izena	c269_1	o_LG_
Kagoshima	c269_1	o_LG_
Kametsu	c269_1	o_LG_
Koniya	c269_1	o
Kudaka	c269_1	o_LG_
Kuji-Oohama	c269_1	o
Kuroshima	c269_1	a
Kushi	c269_1	o
Kyoto	c269_1	o_LG_
Matsubara	c269_1	o_LG_
Nago	c269_1	o_LG_
Naze	c269_1	o
Ohama	c269_1	u_LG_
Ongachi	c269_1	o_LG_
Ou	c269_1	o_LG_
Oura	c269_1	o_LG_
Sakimotobu	c269_1	o_LG_
San	c269_1	o_LG_
Sani	c269_1	o
Serikaku	c269_1	o_LG_
Shitooke	c269_1	o_LG_
Shuri	c269_1	o_LG_
Sonai	c269_1	u
Taketomi	c269_1	o
Tarama	c269_1	a
Tatsugo	c269_1	o_LG_
Uechi	c269_1	o
Yadon	c269_1	o_LG_
Yonaguni	c269_1	u
Yoro	c269_1	o
Yuwan	c269_1	o_LG_
Chabana	c26_1	d
Hateruma	c26_1	t
Hentona	c26_1	r
Hirara	c26_1	t
Ie	c26_1	d
Iheya	c26_1	d
Ikema	c26_1	t
Ishigaki	c26_1	t
Ishikawa	c26_1	d
Itoman	c26_1	r
Izena	c26_1	d
Kagoshima	c26_1	t
Kametsu	c26_1	d
Keraji	c26_1	d
Koniya	c26_1	d
Kudaka	c26_1	r
Kuroshima	c26_1	t
Kyoto	c26_1	t
Mugiya	c26_1	d
Nago	c26_1	d
Naze	c26_1	d
Ohama	c26_1	t
Ou	c26_1	d
Oura	c26_1	t
Ritchou	c26_1	d
Sakimotobu	c26_1	d
Sena	c26_1	d
Serikaku	c26_1	d
Shiomichi	c26_1	d
Shitooke	c26_1	d
Shuri	c26_1	d
Sonai	c26_1	t
Taketomi	c26_1	t
Tarama	c26_1	t
Uechi	c26_1	t
Uegusuku	c26_1	d
Wadomari	c26_1	d
Wan	c26_1	d
Yonaguni	c26_1	t
Chabana	c270_1	ZERO
Hateruma	c270_1	ZERO
Hentona	c270_1	ZERO
Hirara	c270_1	ZERO
Ie	c270_1	ZERO
Iheya	c270_1	ZERO
Ikema	c270_1	ZERO
Isen	c270_1	ZERO
Ishigaki	c270_1	N
Ishikawa	c270_1	ZERO
Itoman	c270_1	ZERO
Izena	c270_1	ZERO
Kagoshima	c270_1	ZERO
Kametsu	c270_1	ZERO
Koniya	c270_1	ZERO
Kudaka	c270_1	ZERO
Kuji-Oohama	c270_1	ZERO
Kuroshima	c270_1	N
Kushi	c270_1	ZERO
Kyoto	c270_1	N
Matsubara	c270_1	ZERO
Nago	c270_1	ZERO
Naze	c270_1	ZERO
Ohama	c270_1	ZERO
Ongachi	c270_1	ZERO
Ou	c270_1	ZERO
Oura	c270_1	ZERO
Sakimotobu	c270_1	ZERO
San	c270_1	ZERO
Sani	c270_1	ZERO
Serikaku	c270_1	ZERO
Shitooke	c270_1	N
Shuri	c270_1	ZERO
Sonai	c270_1	N
Taketomi	c270_1	N
Tarama	c270_1	ZERO
Tatsugo	c270_1	ZERO
Uechi	c270_1	ZERO
Yadon	c270_1	ZERO
Yonaguni	c270_1	N
Yoro	c270_1	ZERO
Yuwan	c270_1	ZERO
Chabana	c271_1	ZERO
Hateruma	c271_1	ZERO
Hentona	c271_1	ZERO
Hirara	c271_1	ZERO
Ie	c271_1	ZERO
Iheya	c271_1	ZERO
Ikema	c271_1	ZERO
Isen	c271_1	ZERO
Ishigaki	c271_1	ZERO
Ishikawa	c271_1	ZERO
Itoman	c271_1	ZERO
Izena	c271_1	ZERO
Kagoshima	c271_1	ZERO
Kametsu	c271_1	ZERO
Koniya	c271_1	ZERO
Kudaka	c271_1	ZERO
Kuji-Oohama	c271_1	ZERO
Kuroshima	c271_1	ZERO
Kushi	c271_1	ZERO
Kyoto	c271_1	ZERO
Matsubara	c271_1	ZERO
Nago	c271_1	ZERO
Naze	c271_1	ZERO
Ohama	c271_1	ZERO
Ongachi	c271_1	ZERO
Ou	c271_1	ZERO
Oura	c271_1	ZERO
Sakimotobu	c271_1	ZERO
San	c271_1	ZERO
Sani	c271_1	ZERO
Serikaku	c271_1	ZERO
Shitooke	c271_1	ZERO
Shuri	c271_1	ZERO
Sonai	c271_1	ZERO
Taketomi	c271_1	ZERO
Tarama	c271_1	ZERO
Tatsugo	c271_1	ZERO
Uechi	c271_1	a
Yadon	c271_1	ZERO
Yonaguni	c271_1	ZERO
Yoro	c271_1	ZERO
Yuwan	c271_1	ZERO
Chabana	c272_1	g
Hateruma	c272_1	g
Hentona	c272_1	g
Hirara	c272_1	ZERO
Ie	c272_1	g
Iheya	c272_1	g
Ikema	c272_1	ZERO
Isen	c272_1	g
Ishigaki	c272_1	g
Ishikawa	c272_1	g
Itoman	c272_1	g
Izena	c272_1	g
Kagoshima	c272_1	g
Kametsu	c272_1	g
Koniya	c272_1	ZERO
Kudaka	c272_1	g
Kuji-Oohama	c272_1	ZERO
Kuroshima	c272_1	g
Kushi	c272_1	g
Kyoto	c272_1	ZERO
